"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","14410_4#33","14520_4#47","14520_4#50","14520_4#52","14520_4#68","14520_5#62","14520_7#35","14520_7#37","14936_6#62","15378_2#35","15378_4#24","15531_3#87","15531_4#82","15531_5#50","15531_6#25","15873_3#36","15873_3#51","15873_3#70","15873_5#69","16399_7#29","16453_2#19","17794_8#83","17870_8#128","17966_5#56","17966_5#86","18456_1#162"
"group_459","","major tail protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_1388","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_1446","","phage terminase small subunit",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_567","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_3012","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_1387","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_1083","","putative helicase",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_1892","","phage protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_1891","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_2485","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_738","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_1448","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_1627","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_1496","","phage scaffold protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_1582","","MHP",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_3013","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_986","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_1682","","replication protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_3498","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_2190","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_4053","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_4097","","transcription termination factor",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_1246","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_816","immR","phage transcriptional repressor",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_1084","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_2840","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_5257","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_4179","","ORF065",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_4178","","DNA complete genome",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_2713","","phage transcriptional regulator",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_2385","","phage protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_3497","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_5170","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_3496","","abortive infection phage resistance protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_2068","desK","histidine sensor kinase protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","1","","","","","","1","","","","","","",""
"group_5480","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","","1","","1",""
"group_1115","","plasmid rolling circle replication initiator protein",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","","","","","","","","","","1","","","",""
"group_78","","serine/threonine protein kinase",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"manP","","PTS transporter IIB subunit",1,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"fruA_1","","PTS system transporter subunit IIC",1,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"ptsN","","PTS system nitrogen regulatory subunit IIA",1,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"alsE","","Ribulose-6-phosphate epimerase",1,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"hrsA","","PTS system transporter subunit IIA",1,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"tkt","","transketolase",1,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"Int.Tn_2","","DNA-binding protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_596","","Putative phage lipoprotein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_434","","gp15",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"dnaC_2","","DNA replication protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_655","","phage protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_1757","","phage protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_935","","Phage protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_1360","","gp29",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_1259","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_1745","","plasmid rolling circle replication initiator protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","",""
"group_2549","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_1362","","gp34",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_2798","","hypothetical protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_1676","","hypothetical protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_1593","","putative phage DNA binding protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_1364","","phage replication initiation protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_4197","","putative phage DNA binding protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_2098","","hypothetical protein",1,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","",""
"group_2799","","DNA N-4 cytosine methyltransferase",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_3123","","phage protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_1592","","phage protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_4161","","gp31",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_4158","","phage protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_5343","","gp45",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_5346","","gp32",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_1672","","major head protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_2229","","gp42",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_4157","","phage protein",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
"group_4159","","gp43",1,"","","","","","","","1","1","1","","","","","","","","","","","","","","","1","","","","","","","","","","",""
