"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","14410_4#72","14410_4#74","14410_5#60","14410_6#11","14410_6#58","14410_7#7","14410_7#84","14520_4#33","14520_4#4","14520_4#48","14520_5#23","14520_5#55","14520_5#6","14520_5#61","14520_5#67","14520_5#7","14520_5#84","14520_5#85","14520_5#93","14520_5#94","14520_7#20","14520_7#23","14520_7#59","15531_4#69","15531_4#70","15531_5#70","15531_5#71","15531_5#81","15531_5#87","15531_6#13","15531_6#3","15531_6#90","15531_7#3","15531_7#30","15531_7#39","15873_2#17","15873_2#38","15873_2#4","15873_2#52","15873_2#53","15873_2#78","15873_3#1","15873_3#34","15873_3#35","15873_3#40","15873_3#68","15873_3#79","15873_4#61","15873_4#63","15873_4#74","15873_4#77","15873_5#10","15873_5#15","15873_5#81","15873_5#85","16399_5#12","16399_5#16","16399_5#49","16399_5#63","16399_5#69","16399_5#70","16399_5#73","16399_5#75","16399_5#80","16399_6#10","16399_6#11","16399_6#13","16399_6#35","16399_6#51","16399_6#56","16399_6#58","16399_6#63","16399_6#8","16399_7#3","16399_7#59","16453_2#7","17138_5#4","17428_8#113","17428_8#150","17428_8#166","17428_8#168","17428_8#171","17794_7#107","17794_7#93","17794_8#118","17794_8#5","19183_3#4","19183_3#47"
"group_3497","","phage protein",52,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","","1","1","","","1","1","","1","","1","1","1","1","1","","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
"group_3498","","hypothetical protein",51,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","","1","1","","","1","1","","1","","1","1","1","","1","","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
"group_1587","","prophage Lp2 protein 33",51,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","","1","1","","","1","1","","1","","1","1","1","","1","","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
"group_2135","","hypothetical protein",51,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","","1","1","","","1","1","","1","","1","1","1","","1","","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
"group_5170","","phage protein",51,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","1","","","1","","","1","1","","","","","","1","1","1","1","1","","1","1","1","1","","","1","","","","","","","1","1","","","1","1","","","1","1","","1","","1","1","1","","1","","","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","","1","1","1","1","1","",""
"licB_1","","lichenan-specific phosphotransferase enzyme iib component (pts system lichenan-specific eiib component) (eiib-lic)",50,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","","","","1","","","1","1","","","","","","","","1","","1","","","1","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","","","1","","1","1","1","1","","1","1","","1","1","",""
"group_513","","FIG01114080: hypothetical protein",50,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","","","","","1","1","","","","","","","","","","","","1","","1","","","","","","1","1","1","1","","1","","","1","","","1","1","","1","1"
"sulB","","dihydrofolate synthetase",49,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","","","","1","","","1","1","","","","","","","","1","","1","","","","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","","","1","","1","1","1","1","","1","1","","1","1","",""
"group_2718","","glyoxalase-like protein",49,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","","","","1","","","1","1","","","","","","","","1","","1","","","","1","1","","","1","","","","","","","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","","","1","","1","1","1","1","","1","1","","1","1","",""
"group_6","","Predicted integral membrane protein",46,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","","1","","","","","","1","","","","","","","","","","","","","1","1","1","1","1","","1","","1","","","1","","","","","","1","","","","","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","","","","1","","","1","1","1","1","1","","1","",""
"group_1810","","sodium-dependent transporter",41,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","","","","","","","","1","","","","","","","","1","","1","","","","1","1","","","","","","","","","","1","","","1","1","1","1","","1","","1","1","1","1","1","1","1","","1","1","","1","","1","1","1","1","1","","","1","","1","","","1","","1","1","","1","1","",""
"group_53","sulB","dihydrofolate synthetase",39,"","","","","","","","1","1","1","","","","","","","","1","","1","1","1","1","1","1","","1","1","","","1","1","1","1","1","1","1","","1","","1","1","1","","","1","1","","1","1","1","1","1","1","","","1","","","","","1","","","","","","","","","","","","","1","","1","","","","","","1","1","","1","","","","","1","","","1","","","1","1"
"group_302","IS861-truncation","IS861 transposase Orf1",38,"","","","","","","","1","1","1","","","","","","","","","1","","1","","1","","","","","","1","","","","","","","1","1","1","1","1","","1","1","","","","1","1","","","","","","","1","1","","1","1","1","1","","1","","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","","","","","","","","","","","",""
"group_959","","acetyltransferase",35,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","","1","1","","1","1","","1","1","1","1","1","1","","","","","","1","","","","","1","1","1","1","1","1","1","1","1","1","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","1","1","","","","","1","","","","1","","1","1"
"group_6322","licB_1","lichenan-specific phosphotransferase enzyme iib component (pts system lichenan-specific eiib component) (eiib-lic)",34,"","","","","","","","1","1","1","","","","","","","","1","","1","1","1","","1","1","","1","1","","","1","1","1","1","1","1","1","","1","","1","1","1","","","1","1","","1","1","1","1","1","1","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","1","1"
"group_3172","","hypothetical protein",31,"","","","","","","","1","1","1","","","","","","","","","1","","","1","","1","1","1","1","","1","1","1","","","","1","","","","","","1","","1","","","","1","1","","1","1","1","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","","1","1","1","","1","","","1","","","","1","","","1"
"group_4245","","hypothetical protein",29,"","","","","","","","1","1","1","","","","","","","","1","","1","1","1","","1","1","","1","1","","","1","1","1","1","1","","","","","","1","","","","","1","1","","1","1","1","1","1","1","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","1","1"
"group_1479","comC","competence stimulating peptide (CSP) precursor",28,"","","","","","","","1","1","1","","","","","","","","1","","1","1","1","","1","1","","1","1","","","1","1","1","1","1","","","","","","1","","","","","1","1","","1","1","1","1","1","1","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","1","1"
"group_301","","lanthionine synthetase C-like protein",27,"","","","","","","","1","1","1","","","","","","","","","1","","","1","","1","1","1","1","","1","1","","","","","","","","","","","1","","","","","","1","1","","1","1","1","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","","","1","","","","1","","","1"
"group_1894","","hypothetical protein",27,"","","","","","","","1","1","1","","","","","","","","","1","","","1","","1","1","1","1","","1","1","","","","","","","","","","","1","","","","","","1","1","","1","1","1","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","","","1","","","","1","","","1"
"group_827","","degenerate transposase",27,"","","","","","","","1","1","1","","","","","","","","","1","","","1","","1","1","1","1","","1","1","","","","","","","","","","","1","","","","","","1","1","","1","1","1","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","","","1","","","","1","","","1"
"group_1366","hyaD_2","putative glycosyltransferase",27,"","","","","","","","1","1","1","","","","","","","1","","","","","1","","1","1","","","","","","","","","","","","","","1","1","","","1","","","","","","","1","1","1","","1","","","1","","1","","","","","","","1","","","1","1","","","","","","","","1","1","1","1","1","1","1","","","1","","1","","","","1","","","","","1"
"group_20","","hypothetical protein",26,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","1","","","1","","1","1","1","1","","1","1","","","","","","","","","","","1","","","","","","1","1","","1","1","1","1","1","1","1","1","","","","","","1","","","","","","","","","","","","","","","","","","","","","1","1","1","","1","","","","","","","1","","","1"
"group_105","","transposase",24,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","","","1","","1","1","1","1","1","1","1","1","","","","","","","","","","","1","","1","1","","","","","","1","1","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","1","","1",""
"group_949","","Membrane protein",22,"","","","","","","","1","1","1","","","","","","","","1","","1","1","1","","1","1","","","1","","","1","1","1","1","1","","","","","","","","","","","1","","","1","1","1","1","","1","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","1"
"group_2234","","FIG01115870: hypothetical protein",19,"","","","","","","","1","1","1","","","","","","","","1","","1","1","","1","1","1","","","1","","","1","1","1","","1","","","","","","1","1","1","","","1","","","1","1","","","","","","","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_826","","hypothetical protein",18,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","1","","","","","","","","1","","1","1","","1","","","","","","","","","","","","","","1","","1","","","","1","","","1","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","1"
"group_64","","gp24",18,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","","1","","","","","","","","","1","","","1","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","1","","","1","","","","1","","1","","","","1","","1","1","","","","","","","1","","","","","1","","","","","1","","","","","","","1"
"group_123","ssb","phage protein",17,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","","1","","","","","","","","","1","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","1","","","","1","","1","","","","1","","1","1","","","","","","","1","","","","","1","","","","","1","","","","","","","1"
"aliB2","","lipoprotein putative",16,"","","","","","","","1","1","1","","","","","","","","","","","","1","","1","1","","1","","","","","","","","","","","","","","1","","","","","","1","","","1","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","1"
"group_1249","wze","capsule biosynthesis tyrosine-protein kinase Wze",16,"","","","","","","","1","1","1","","","","","","","","","","","","1","","1","1","","1","","","","","","","","","","","","","","1","","","","","","1","","","1","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","1"
"cap5A","","capsular polysaccharide biosynthesis protein Cap5A",16,"","","","","","","","1","1","1","","","","","","","","","","","","1","","1","1","","1","","","","","","","","","","","","","","1","","","","","","1","","","1","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","1"
"group_3120","","HNH endonuclease domain-containing protein",16,"","","","","","","","1","1","1","","","","","","","","","","","","1","","1","1","","1","","","","","","","","","","","","","","1","","","","","","1","","","1","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","1"
"group_2778","","WciO",16,"","","","","","","","1","1","1","","","","","","","","","","","","1","","1","1","","1","","","","","","","","","","","","","","1","","","","","","1","","","1","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","1"
"group_3518","gspA_1","putative galactosyl transferase",16,"","","","","","","","1","1","1","","","","","","","","","","","","1","","1","1","","1","","","","","","","","","","","","","","1","","","","","","1","","","1","1","1","1","1","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","","","","","","","1"
"group_439","lagD_1","Bacteriocin ABC transoporter",15,"","","","","","","","1","1","1","","","","","","","","1","","1","1","","","","","","","1","","","1","1","1","1","1","","","","","","","","","","","1","","","1","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1",""
"group_2164","","Membrane protein",15,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","","","","","","","","","","","","","1","","","1","","","","","","","","","1","","","","","1","1","1","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","1","","","1","","1","1","","1","","","","","","","","","","","","","","","","",""
"group_1034","","hypothetical protein",15,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","","","1","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","1","","","","1","","1","","","","1","","1","1","","","","","","","1","","","","","1","","","","","","","","","","","","1"
"group_143","","helix-turn-helix domain protein",14,"","","","","","","","1","1","1","","","","","","","","1","","1","1","","","","","","","","","","1","1","1","1","1","","","","","","","","","","","1","","","1","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1",""
"group_1753","","hypothetical protein",14,"","","","","","","","1","1","1","","","","","","","","1","","1","1","","","","","","","1","","","1","1","1","1","1","","","","","","","","","","","1","","","1","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
