"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","14410_4#24","14410_4#68","14410_6#45","14520_4#11","14520_4#26","14520_4#41","14520_4#42","14520_7#7","15531_2#83","15873_5#8","15995_2#74","16288_4#48","16288_8#87","16399_7#1","16399_7#53","16453_2#39","16453_2#46","17059_8#9","17175_6#88","17428_8#186","17794_7#35","17870_7#130","17966_5#68","17966_5#90","20925_3#22","9789_3#53","9789_3#77"
"group_6397","","oligosaccharide repeat unit polymerase Wzy",3,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","","","","","",""
"group_6398","","rhamnosyl transferase",3,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","","","","","",""
"group_6399","","putative phosphotransferase",3,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","","","","","",""
"group_6400","wzx","flippase Wzx",3,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","1","","","","","","","",""
"dtpT","","oligopeptide permease",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"group_1524","","hypothetical protein",3,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","1","1","","","1","","","","","","","","","","","","","","","","",""
"group_3281","","FIG01114161: hypothetical protein",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"ypdA_2","","putative histidine kinase",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"group_4492","ugpA_1","polysaccharide ABC transporter permease",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"group_4493","","two-component response regulator",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"lipO_1","","putative sugar ABC transporter substrate-binding protein",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"group_6198","ycjP_1","sugar ABC transporter permease",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"group_10891","sulB","dihydrofolate synthetase",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"group_10892","","membrane protein",3,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1"
"group_1281","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","1","",""
"group_550","","immunity protein BlpL",2,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","1","",""
"group_594","","Tn5253 hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"pncG","","immunity protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","1","","","","","","","","","","","","","1","",""
"hpaIIM","","putative DNA methylase",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"repA","","replication initiator protein A",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"group_3014","","DNA-binding protein",2,"","","","","","","","1","1","1","","","","","","","","1","","","","1","","","","","","","","","","","","","","",""
"glnQ_3","","membrane protein",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"group_2378","","hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","1","","","","1","","","","","","","","","","","","","","",""
"pfbA_2","","Tn5253 hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"group_3332","","FIG00627694: hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"group_1449","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","","","","1","","","","","","","","","","","","","","",""
"traG","","TraG/TraD family protein",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"group_3457","","Tn5253 hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"group_1111","","Type IV secretion system protein",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"group_217","","CHAP domain containing protein",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"group_1748","","Tn5253 hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"group_1291","","parvulin-like peptidyl-prolyl isomerase",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"group_235","","DNA primase",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"group_1423","","bacteriophage pi2 protein 40",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","1","1","","","","","","","",""
"group_1359","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","1","1","","","","","","","",""
"group_1110","","bacteriophage terminase",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","1","1","","","","","","","",""
"group_621","yqbO","prophage LambdaSa04 tail tape measure protein TP901 family",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","1","1","","","","","","","",""
"group_1953","","bacteriophage transcriptional activator",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","1","1","","","","","","","",""
"group_3114","","bacteriophage terminase protein small subunit",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","1","1","","","","","","","",""
"group_1668","","portal protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","1","1","","","","","","","",""
"group_2078","","prophage LambdaSa2 site-specific recombinase phage integrase family",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","1","1","","","","","","","",""
"group_2372","","bacteriophage maturation protease",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","1","1","","","","","","","",""
"group_3115","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","1","1","","","","","","","",""
"group_2575","","bacteriophage pi2 protein 36",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","1","1","","","","","","","",""
"group_2085","","bacteriophage nuclease",2,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","1","1","","","","","","","",""
"group_1839","","Tn5253 hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"group_1416","","Tn5253 hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"group_114","thiF","SNF2 family protein",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"group_964","","OmpA domain-containing protein",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"group_933","","Tn5253 hypothetical protein",2,"","","","","","","","1","1","1","","","","","","","","1","","","","","1","","","","","","","","","","","","","",""
"ssb","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
"group_1752","","phage Holliday junction resolvase",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
"group_993","ssb","single-strand binding protein",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
"group_36","","putative antireceptor",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
"group_1578","","phage Gp15 protein",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
"group_2360","","minor capsid protein",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
"group_4095","","minor capsid protein",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
"group_474","","phage minor tail protein",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
"group_1577","","phage tail protein",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
"group_1665","","major tail shaft protein",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
"group_1495","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
"group_1579","","phage protein",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
"group_1294","","phage structural protein",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
"group_1251","","minor capsid protein",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
"group_2069","","phage scaffolding protein",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
"group_2216","","phage protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
"group_2130","","minor capsid protein",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
"group_1421","","phage terminase large subunit",2,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
"group_1750","","hypothetical protein",2,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","1","","","","","","","","","","","1","","","","",""
