"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","11511_7#19","11511_7#23","11511_7#24","11511_7#26","11511_7#3","11511_7#53","11511_7#55","11511_7#64","11511_7#69","11511_7#77","11511_7#83","11657_1#79","11657_2#12","11657_2#53","11657_2#58","11657_2#83","11658_1#18","11822_1#28","11822_1#30","11822_1#33","11822_1#40","11822_1#42","11822_1#45","11822_1#52","11822_1#68","11822_1#89","11826_1#14","11826_1#17","11826_1#19","11826_1#34","11826_1#68","11893_8#4","12291_5#25","13414_4#19","13414_4#20","13414_4#25","13414_8#68","14673_1#22","14673_1#23","14673_1#9","14673_2#20","14673_2#65","14673_2#71","14673_2#82","14673_3#18","14673_3#26","15608_2#30","15608_2#33","15608_2#39","15608_2#60","15608_2#67","15608_2#72","15608_3#16","15608_3#6","15608_3#7","15608_3#92","15682_2#3","15682_2#65","16043_2#88","18090_2#167","19084_8#152","19341_2#103","21053_8#158","22027_1#127","22027_1#52","22667_8#43","22841_3#25"
"group_1034","","hypothetical protein",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","1","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","1","","","","","","","","",""
"group_2169","","Lj965 prophage major tail protein",9,"","","","","","","","1","1","1","","","","","","1","1","1","","1","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","1","","","","1","","","","","","","","","","",""
"group_3591","","putative small subunit of the terminase",9,"","","","","","","","1","1","1","1","","","1","","","","","","","","","1","","","","","","","","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","1","1","","","","","","","","","","",""
"group_1685","","hypothetical protein",9,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","1","","1","","","","1","","","","","","","","","","","","1","","1","","1","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","1","","","","","","","","","","",""
"group_1203","","bifunctional S24 family peptidase/transcriptional regulator",8,"","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","1","1","","","","","","","","","","","","","","","1","","","","1","",""
"group_5257","","hypothetical protein",8,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","1","","","","","","","","","","","1","","1","","","","","","1","","1","1"
"group_2096","","phage terminase large subunit",8,"","","","","","","","1","1","1","1","","","1","","","","","","","","","1","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","1","1","","","","","","","","","","",""
"group_2370","","transcriptional modulator of MazE/toxin MazF",8,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","","1",""
"group_3154","","phage replication protein",8,"","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","1","1","","","","","","1","","","","","","1","","","","","","","","","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","","",""
"group_3096","","protein Ymh",8,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","1","","","","1","","1","","","","","","1","","","","","","","","","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","","",""
"group_5259","","hypothetical protein",8,"","","","","","","","1","1","1","","","","","","","","","","","","","","","","","1","1","","","","1","","1","","","","","","1","","","","","","","","","","","","","","","1","","","","1","","","1","","","","","","","","","","","","","","",""
"group_4285","","hypothetical protein",8,"","","","","","","","1","1","1","1","","","1","","","","","","","","","1","","","","","","","","","1","","","1","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","",""
"group_2572","","phage protein",7,"","","","","","","","1","1","1","","","","","","","1","1","","1","","","","1","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","",""
"group_1362","","gp34",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_2798","","hypothetical protein",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_1803","","Phage protein",7,"","","","","","","","1","1","1","","1","","","","","1","","","1","","","","","","","","","","","","1","","","","","","","","","1","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_1592","","phage protein",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_4161","","gp31",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_4158","","phage protein",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_5343","","gp45",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_5346","","gp32",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_1672","","major head protein",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_2229","","gp42",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_4157","","phage protein",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_4159","","gp43",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_5345","","HNH endonuclease domain protein",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_3125","","hypothetical protein",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_3500","","phage protein",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_5344","","phage terminase large subunit",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_2808","","major tail protein",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_3177","","transcriptional regulator",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_3357","","gp35",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_3501","","hypothetical protein",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_5342","","PblA",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_3124","","gp39",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_4160","","phage protein",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_5590","","phage transcriptional regulator Cro/CI family",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_5591","","phage protein",7,"","","","","","","","1","1","1","","1","","","","","","1","","","","","","1","","1","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","",""
"group_1026","","hypothetical protein",6,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","1","","1","","","","",""
"group_776","xerD","phage integrase",6,"","","","","","","","1","1","1","","","","1","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","1","","","","","","","","","1","",""
"group_123","ssb","phage protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","1","","",""
"dnaD_2","","gp19",6,"","","","","","","","1","1","1","","","","","","","1","1","","1","","","","1","","","","","","","","","","","","","","","","","1","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_2072","","FIG01115461: hypothetical protein",6,"","","","","","","","1","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","1","1","","","","","","","1","","","","","","","","","","","","","","","1","","","","","",""
"group_4317","","hypothetical protein",6,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","","","","","","1","","1","","","","","","1","1","","","","","","1","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","",""
"group_5690","","putative secreted protein",6,"","","","","","","","1","1","1","","","","","","","","","","","1","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","1","","","","1","","1","","","","",""
"group_2145","","GlsB",5,"","","","","","","","1","1","1","","","","","1","1","","","1","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
