"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","11657_8#20","11822_1#94","12291_3#18","12291_3#81","12291_6#31","13353_7#21","13414_2#58","13414_3#18","14723_1#67","14723_1#74","14723_6#85","15608_3#33","15608_3#54","15608_3#74","15608_3#82","15608_4#57","15608_5#87","15682_1#24","15682_2#31","15682_2#54","18090_2#112","18090_2#120","18090_2#121","18090_2#132","18090_2#135","18090_2#139","18090_2#141","18090_2#143","18090_2#176","19084_7#142","19341_2#107","19341_2#133","19341_2#145","19341_2#68","19341_2#95","19341_3#127","21127_1#17"
"group_864","","alanine aminotransferase",35,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1548","","bacteriocin lactococcin 972 family",35,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"malX_1","","bacterial extracellular solute-binding protein",35,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2193","","translation factor",35,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_561","","nicotinic acid mononucleotide adenyltransferase",35,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2524","nanE","N-acetylmannosamine-6-phosphate 2-epimerase",35,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ybbH_2","","phosphosugar-binding transcriptional regulator",35,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_924","","dihydrolipoamide dehydrogenase",35,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_4739","","diadenosine tetraphosphate",35,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2332","","hypothetical protein",35,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1870","lipO","ABC transporter substrate-binding protein",35,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1647","","hypothetical protein",35,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1790","ycjP_1","protein LplC",35,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2180","ycjO_1","protein LplB",35,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_3091","","site-specific DNA recombinase",35,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_4408","cdd_1","cytidine deaminase",35,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_304","","hypothetical protein",34,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_602","","caax amino protease family protein",34,"","","","","","","","1","1","1","1","1","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_2137","","membrane associated protein",34,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"macB_1","","ABC transporter ATP-binding protein",34,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1",""
"artP_1","","amino acid ABC transporter periplasmic amino acid-binding protein",34,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1",""
"group_333","argG","argininosuccinate synthase truncation",34,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","","1",""
"group_636","","SAP domain-containing protein",34,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_6","","Predicted integral membrane protein",34,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"glnQ_2","","amino acid ABC transporter ATP-binding protein",33,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_341","ugd","N-acetylglucosaminylphosphatidylinositol deacetylase superfamily",33,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"msbA_1","","ABC transporter ATP-binding protein",33,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"mshA","","glycosyltransferase involved exopolysaccharide (EPS) synthesis",33,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_496","","IS1193 transposase ISL3 family",33,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ugd","","UDP-glucose 6-dehydrogenase",33,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"kfoC_1","","glycosyltransferase",33,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_526","","putative metal-dependent membrane protease",33,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_364","","hypothetical protein",33,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_383","","caax amino protease family protein",33,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","1","","1","1","1","1","1","1","1","1"
"group_12343","","IS630-Spn1 transposase Orf1",33,"","","","","","","","1","1","1","1","1","1","","","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_3101","","hypothetical protein",33,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1330","","hypothetical protein",32,"","","","","","","","1","1","1","","1","","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_827","","degenerate transposase",32,"","","","","","","","1","1","1","1","1","1","","1","1","1","","1","","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"lytA_5","","phage holin LL-H family",32,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","1","1"
"lytA_3","","phage protein",32,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","1","1"
"group_64","","gp24",32,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","1","1"
"group_944","","YcfA-like protein",31,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","","","1","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_943","","78-dihydro-8-oxoguanine-triphosphatase",31,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_677","Int-Tn_1","Integrase",31,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","","1","1","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2206","","Hypothetical protein",31,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","","1","1","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1588","","Replication initiation protein",31,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","1","","1","1","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"luxS","","S-ribosylhomocysteinase",30,"","","","","","","","1","1","1","","","1","","","1","","1","1","1","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_155","","phage protein",30,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","1","1","1","1","1","1","","","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","1","1"
"pblB","","PblB",30,"","","","","","","","1","1","1","1","","1","1","1","1","1","1","1","","","1","1","1","1","","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","1","1"
"group_959","","acetyltransferase",30,"","","","","","","","1","1","1","","","","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_934","","putative otitis media-associated P41",30,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"ftsH3","","AAA+ ATPase family protein",30,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_2357","","subtilisin-like serine protease",30,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","","","1","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_1216","sftA","FtsK/SpoIIIE protein",30,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","","","1","1","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_4307","","hypothetical protein",30,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","","","1","1","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_4405","","putative ICE protein",30,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","","","1","1","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_5242","","hypothetical protein",30,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","","","1","1","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_4406","","hypothetical protein",30,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","1","","","","1","1","","","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"group_3053","","preprotein translocase subunit",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"pncO","","metal-dependent CAAX amino terminal membrane protease",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_1453","","transcriptional regulator MarR family",29,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","","1","1","1","","","","1","1","","1","1","","1","","1"
"nnrD","","carbohydrate kinase",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_1026","","hypothetical protein",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_551","","BlpT protein fusion",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_556","","membrane protein",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_153","citS","histidine kinase",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_919","","acetyltransferase",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_1476","bltD","acetyltransferase",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"ntpK","","V-type H+-ATPase subunit K",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"ntpD","","ATP synthase subunit D",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"ntpI","","V-type H+-ATPase subunit I",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_1957","","hypothetical protein",29,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"bglK_3","","transcriptional regulator",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"ntpE","","V-type H+-ATPase subunit E",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"ntpF","","V-type H+-ATPase subunit F",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"ntpA","","V-type ATP synthase subunit A",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"ntpB","","V-type H+-ATPase subunit B",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"ntpC","","V-type H+-ATPase subunit C",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"afr_2","","sialidase B",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"nanA_3","","N-acetylneuraminate lyase",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"tabA_3","","beta-galactosidase subunit beta",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"nanE","","N-acetylmannosamine-6-phosphate epimerase",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"rpiR","","transcriptional regulator",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_1575","","transcriptional regulator",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_1427","","hypothetical protein",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_389","","transposase IS116/IS110/IS902 family protein",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_1107","","hypothetical protein",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_2559","","Permease",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_1504","lysA_1","Pyridoxal dependent decarboxylase",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"epiD","","flavoprotein",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_3064","","bacteriocin lactococcin 972 family",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"blpO_3","","putative bacteriocin BlpI",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_3518","gspA_1","putative galactosyl transferase",29,"","","","","","","","1","1","1","","1","1","1","","1","","","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","","1","1","1","1","1","1","1","1","1"
"group_3448","","hypothetical protein",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_4077","","peptidase",29,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_667","","phosphopentomutase",28,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_513","","FIG01114080: hypothetical protein",28,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_1252","","hypothetical protein",28,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"galU","","UTP-glucose-1-phosphate uridylyltransferase",27,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","","","1","1","1","","","","1","1","","1","1","","1","","1"
"group_22","","chlorohydrolase",27,"","","","","","","","1","1","1","","","","1","","1","","","1","1","1","1","","1","1","1","","1","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","1"
"yadH","","ABC-2 type transporter",27,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"arsR","","ArsR family transcriptional regulator",27,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"drrA_1","","multidrug ABC transporter ATPase",27,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_2184","","chlorohydrolase",27,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","","","1","1","1","1","1","1"
"rbsC","","ribose transport system permease RbsC",27,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","","","1","1","1","","","","1","1","","1","1","","1","","1"
"rbsA","","ribose import ATP-binding protein RbsA",27,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","","","1","1","1","","","","1","1","","1","1","","1","","1"
"rbsD","","D-ribose pyranase",27,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","","","1","1","1","","","","1","1","","1","1","","1","","1"
"rbsK","","ribokinase",27,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","","","1","1","1","","","","1","1","","1","1","","1","","1"
"rbsR_1","","ribose transport operon repressor",27,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","","","1","1","1","","","","1","1","","1","1","","1","","1"
"rbsB","","D-ribose-binding protein",27,"","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","1","1","1","1","","","1","1","1","","","","1","1","","1","1","","1","","1"
"group_2164","","Membrane protein",26,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","","","","","","","","1","","1","1","1","1","1","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1",""
"argH","","argininosuccinate lyase",26,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","","1",""
"group_1034","","hypothetical protein",26,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","","1","1","1","1","","1","","","1","1","1","1","","1","","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","1",""
"group_3030","","chlorohydrolase",26,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","1","","1","1","1","1","1","1","","1","1","1","1","","1","1","1","1","","1","1","1","1","1","1","1"
"dps","","DPS family peroxide resistance protein",25,"","","","","","","","1","1","1","","","","","","","","1","1","","1","1","","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"group_730","","hypothetical protein",25,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","",""
"aliB2","","lipoprotein putative",25,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","","1","1","","1","1","1","","1","1","1","1","1","1","1","1","1","","1","1","1","1","1","1","1"
"irtB","","lantibiotic synthetase",24,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","",""
"ABC.NDB","","ABC transporter ATP-binding protein",24,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","",""
"group_731","","permease",24,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","1","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","",""
"group_2430","","bacteriocin",24,"","","","","","","","1","1","1","","","","","","","","1","1","1","1","","1","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","","1","","1","1","","1",""
"group_336","","hypothetical protein",24,"","","","","","","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","1","1","1","1","","1","1","1","1","1","1","","","","1","1","1","1","","1","","1","1","1","1","","","","1","1","1","","1","1","","1","1","","1",""
"group_448","","phage protein",24,"","","","","","","","1","1","1","1","","","1","1","1","1","","","","","1","1","1","1","","","","1","1","1","1","1","1","","1","1","1","1","1","1","","1","1","","1",""
"group_949","","Membrane protein",23,"","","","","","","","1","1","1","1","1","1","1","1","1","1","","","","","","","","","","","","","","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1",""
"blpO_1","","bacteriocin BlpO",23,"","","","","","","","1","1","1","","","","","","1","1","1","1","","","1","1","1","1","","","1","1","","1","1","1","1","","1","1","1","1","","1","","1","1","","1","1"
